16.47,0,16.05,0,0,16.07,16.29,0,16.79
16.72,16.36,14.82,16.65,16.14,0,0,0,17.26
15.91,17.28,0,16.74,16.47,18.13,15.19,26.71,16.72
0,13.21,11.9,0,13.58,0,12.49,0,15.04
0,15.61,0,15.45,17.01,0,14.73,0,0
0,0,0,15.37,0,0,0,0,0
0,0,0,0,14.12,15.18,13.43,0,0
0,0,0,0,0,0,10.86,0,0
0,0,9.13,0,0,0,0,0,0
17.57,0,0,15.87,0,0,0,9.63,0
0,0,0,0,0,0,0,0,10.86
0,0,0,0,0,0,0,0,11.36
0,0,0,0,0,0,0,0,11.21
